cyc,time,y2 piezo,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95,Tx,Ty,LiToTF,LiNfit,TFcalc,ToTFcalc,G_ctr_x,G_ctr_y,G_sigma_x,G_sigma_y,G_ar,G_Tx,G_Ty,G_ToTFcalc
111,3,95,111,45350,0,5,101,125,0,5,135,-5.5045,-7.11694,-7.5896,-1.60328,-1.06476,-135.679,-28.8372,49907.4,-41.9076,16439.4,-4.98026,-6.5927,-6.54113,-1.07905,-0.54052,0.668529,-20.9081,50502,-33.9785,0.338965,-0.000236631,1.00037,-61.6823,366.967,338.743,0.258792,70350.6,1.16378e-06,0.302954,108.247,89.1849,25.0485,23.8608,1.04978,571.429,527.571,0.471791 
112,1.96,95,112,46285.7,0,5,101,125,0,5,135,-9.45152,-8.29641,-7.67475,-9.29883,-5.02148,-82.5153,-7.29296,50921.9,-45.0878,16439.4,-9.1327,-7.97759,-7.0371,-8.98001,-4.70265,0.813981,-2.47077,51283.6,-40.2656,0.0486472,-2.75314e-05,1.00043,-50.7895,233.491,270.279,0.215143,71056.4,1.16766e-06,0.215141,106.526,84.8118,21.285,22.7329,0.936311,412.617,478.873,0.380685 
113,4.56,95,113,48144.1,0,5,101,125,0,5,135,-1.75514,-9.03489,-10.2797,-4.18793,-0.5394,-185.798,-6.04724,52631.8,-27.0646,16439.4,-1.03726,-8.317,-8.84391,-3.47005,0.178487,0.588459,4.81079,53446.2,-16.2065,-0.328672,5.14327e-05,1.00016,-14.6371,243.341,334.225,0.239919,73397.2,1.18035e-06,0.241611,109.456,86.0717,20.8989,24.2766,0.860867,397.784,546.122,0.394874 
114,1.05,95,114,45359.1,0,5,101,125,0,5,135,-6.44987,-4.68879,-14.7111,-4.81204,-2.04564,-191.267,-38.0749,50420.3,-40.8772,16439.4,-5.71085,-3.94977,-13.233,-4.07302,-1.30663,0.53196,-26.8972,51258.6,-29.6995,0.430103,-0.000299939,1.00031,-62.5367,265.922,341.538,0.217591,70944.6,1.16705e-06,0.25823,106.267,89.3353,22.6914,25.4392,0.891984,468.944,599.682,0.454392 
115,0.53,95,115,44653.9,0,5,101,125,0,5,135,-7.23846,-5.23685,-8.25064,-6.77044,-4.38537,-244.057,-8.9684,49501.4,-41.0429,16439.4,-6.29548,-4.29386,-6.36467,-5.82745,-3.44238,0.757295,5.29429,50571.2,-26.7802,-0.197239,5.98192e-05,1.00029,-26.842,318.107,260.732,0.216086,69512.7,1.15915e-06,0.248454,107.125,90.4089,24.8421,22.3194,1.11303,562.052,461.613,0.43943 
116,2.74,95,116,46111.1,0,5,101,125,0,5,135,-6.00791,-4.34525,-5.77185,-5.11405,-3.80484,-126.567,3.57691,50325.3,-41.1988,16439.4,-5.51889,-3.85622,-4.7938,-4.62502,-3.31581,0.783182,10.9735,50880.1,-33.8022,-0.370861,0.000123227,1.00036,-29.5892,348.661,374.876,0.255246,71279.5,1.16888e-06,0.309296,107.958,86.5525,24.5624,25.2161,0.974077,549.464,589.206,0.486779 
117,0.66,115,117,46423.5,0,5,101,125,0,5,135,-8.34413,-8.70011,-8.68731,-7.94065,-6.93899,-254.356,-11.6532,51415.7,-42.4135,16439.4,-7.36135,-7.71733,-6.72175,-6.95787,-5.95621,0.806371,3.21137,52530.6,-27.5489,-0.107593,3.49321e-05,1.00028,-29.8473,358.969,291.086,0.257164,72248.3,1.17416e-06,0.275305,107.007,90.5386,24.7964,22.1136,1.12132,559.984,453.139,0.42902 
118,0.01,115,118,46612,0,5,101,125,0,5,135,-4.74876,-4.73282,-15.1897,-7.13749,-0.171666,-166.67,-11.2073,51090,-3.58533,16439.4,-4.10478,-4.08884,-13.9017,-6.49351,0.472315,0.505568,-1.46714,51820.5,6.15488,-0.247881,-1.61785e-05,0.999936,5.91872,366.678,435.154,0.24093,72610.7,1.17612e-06,0.339636,107.965,85.98,25.7576,27.7651,0.927696,604.24,714.352,0.558612 
119,4.04,115,119,48838,0,5,101,125,0,5,135,-7.93276,-6.05058,-13.4885,-6.65406,-2.19343,-214.846,-16.2385,53009.3,-21.8783,16439.4,-7.10263,-5.22046,-11.8282,-5.82394,-1.36331,0.622566,-3.68287,53951,-9.32265,0.24767,-3.90091e-05,1.00009,-14.8701,304.804,391.761,0.284931,74933.4,1.18853e-06,0.290745,108.942,86.9995,22.1273,24.8133,0.891752,445.919,570.535,0.424385 
120,3.52,115,120,47642.8,0,5,101,125,0,5,135,-1.06714,-5.34152,-9.56914,-7.30105,-1.26172,-201.353,-2.49785,51820.1,-36.5481,16439.4,-0.289153,-4.56354,-8.01316,-6.52306,-0.483738,0.596774,9.2692,52702.7,-24.781,-0.452862,0.000100491,1.00026,-20.4681,320.491,338.771,0.233897,72609.7,1.17611e-06,0.280164,108.85,89.0293,24.2454,24.6909,0.981959,535.374,564.918,0.467598 
121,4.82,115,121,48369.5,0,5,101,125,0,5,135,-3.61165,-8.35672,-7.9033,-4.58631,-2.46075,-149.014,-7.60267,52667.8,-40.1681,16439.4,-3.03589,-7.78096,-6.75178,-4.01055,-1.88499,0.712251,1.10569,53320.9,-31.4597,-0.0301721,1.18492e-05,1.00032,-36.646,239.179,292.241,0.20081,72847.5,1.17739e-06,0.224549,108.861,87.0248,22.1852,24.2574,0.914576,448.256,545.256,0.419896 
122,2.35,115,122,47783.3,0,5,101,125,0,5,135,-6.51684,-7.54206,-15.9368,-5.40748,-4.61793,-143.756,-4.1108,52223,-48.6855,16439.4,-5.9614,-6.98662,-14.8259,-4.85204,-4.06248,0.595897,4.29031,52853.1,-40.2844,-0.0973942,4.63831e-05,1.00041,-44.0509,252.658,296.938,0.186719,72646.4,1.17631e-06,0.232851,107.115,87.6896,23.4912,25.2124,0.931732,502.585,589.035,0.462545 
123,1.44,115,123,49660.7,0,5,101,125,0,5,135,-7.34752,-4.10077,-8.38902,-6.0391,-4.72916,-194.326,-3.842,54241.8,-18.8697,16439.4,-6.59668,-3.34993,-6.88735,-5.28826,-3.97832,0.736122,7.51443,55093.6,-7.51324,-5.00475,7.79333e-05,1.00007,-1.50146,249.777,370.071,0.233459,76028.5,1.19429e-06,0.254572,105.707,87.3649,21.4129,25.7962,0.830077,417.589,616.632,0.424892 
124,4.95,115,124,47359.8,0,5,101,125,0,5,135,-4.10428,-6.59554,-16.9932,-1.98296,-4.52372,-173.318,-15.8613,51988.2,-47.5311,16439.4,-3.43461,-5.92587,-15.6539,-1.3133,-3.85405,0.481345,-5.73262,52747.9,-37.4024,0.113258,-6.21065e-05,1.00039,-50.6155,244.964,281.488,0.187452,72302.3,1.17445e-06,0.223587,108.966,87.2871,23.0866,24.4802,0.943075,485.422,555.317,0.442075 
125,3.13,115,125,48055.1,0,5,101,125,0,5,135,-3.32194,-1.93101,-6.33196,-0.953313,-4.65132,-180.876,-0.234164,52228.7,-43.4925,16439.4,-2.62307,-1.23214,-4.93422,-0.254443,-3.95245,0.620337,10.3363,53021.5,-32.9221,-0.354342,0.000111384,1.00034,-29.1703,356.467,330.629,0.238568,73463.8,1.1807e-06,0.290763,108.288,90.0073,25.4175,24.2581,1.04779,588.388,545.288,0.479738 
126,2.09,115,126,47690.1,0,5,101,125,0,5,135,-5.78805,-3.20238,-8.86431,-4.24683,-2.9718,-165.883,-4.38641,52277.8,-43.5855,16439.4,-5.14711,-2.56144,-7.58243,-3.60589,-2.33086,0.642806,5.30781,53004.8,-33.8913,-0.150101,5.72186e-05,1.00035,-35.3617,233.665,269.197,0.197814,72938.9,1.17789e-06,0.212926,106.56,85.0577,22.022,23.4553,0.938892,441.683,509.792,0.402855 
127,2.22,115,127,48485.6,0,5,101,125,0,5,135,-6.191,1.05721,-6.85581,-5.3319,0.134295,-212.38,6.63544,52847.1,-41.9454,16439.4,-5.3704,1.8778,-5.21462,-4.5113,0.95489,0.57479,19.0469,53777.9,-29.5339,-1.16184,0.000202346,1.0003,-16.3937,228.742,265.879,0.174592,74172.8,1.18449e-06,0.208201,106.868,84.1553,22.9592,24.5558,0.93498,480.078,558.755,0.437255 
128,0.79,115,128,48569.5,0,5,101,125,0,5,135,-5.85068,-4.36116,-12.0641,-4.23865,-5.07708,-248.3,-20.6614,53322.3,-44.4434,16439.4,-4.8913,-3.40178,-10.1453,-3.27927,-4.1177,0.607309,-6.15076,54410.5,-29.9328,0.146203,-6.46004e-05,1.0003,-42.0701,307.468,268.116,0.223814,75032.5,1.18905e-06,0.241469,106.722,92.8679,24.1079,22.247,1.08365,529.317,458.622,0.414368 
129,1.57,115,129,46696,0,5,101,125,0,5,135,-2.68993,-4.82806,-11.6014,-4.84984,-5.10327,-209.917,-17.7543,51132.1,-33.0673,16439.4,-1.87885,-4.01698,-9.97927,-4.03876,-4.29219,0.587737,-5.48681,52052.1,-20.7998,0.180211,-6.02378e-05,1.00022,-30.4465,265.981,387.498,0.268861,71148.1,1.16817e-06,0.274825,105.931,87.5959,21.0443,25.1468,0.836856,403.336,585.976,0.416168 
130,3.26,115,130,46146.2,0,5,101,125,0,5,135,-2.33534,-4.56165,-11.4851,-3.45343,-1.36221,-132.76,-10.5496,50381.6,-33.3971,16439.4,-1.82238,-4.0487,-10.4592,-2.94047,-0.849254,0.48016,-2.79109,50963.4,-25.6387,0.0831735,-3.12962e-05,1.00027,-33.5575,338.569,321.355,0.234683,70526.1,1.16475e-06,0.283193,108.293,90.9241,24.858,24.0303,1.03444,562.768,535.096,0.471137 
131,4.3,115,131,47243.6,0,5,101,125,0,5,135,-6.46897,-7.09464,-15.4759,-3.04073,-0.616365,-147.64,4.06311,51481.7,-36.6455,16439.4,-5.89852,-6.52419,-14.335,-2.47028,-0.0459135,0.510314,12.6912,52128.8,-28.0174,-0.606372,0.0001391,1.00029,-20.9297,261.162,361.551,0.255114,72342.6,1.17467e-06,0.261593,109.347,86.5345,21.2059,24.7122,0.858113,409.555,565.896,0.409835 
132,3.65,115,132,45989.6,0,5,101,125,0,5,135,-6.88907,-8.67683,-6.85632,-7.82343,-0.529571,-251.707,-13.6718,50410,-33.7545,16439.4,-5.91652,-7.70428,-4.91123,-6.85088,0.442977,0.803078,1.038,51513.2,-19.0447,-0.0475806,1.15143e-05,1.0002,-21.8157,302.445,338.847,0.236157,70603.1,1.16518e-06,0.274747,108.805,88.4305,23.4944,24.6094,0.954693,502.723,561.198,0.45586 
133,1.7,115,133,47054.3,0,5,101,125,0,5,135,-1.27728,-2.95984,-5.582,-0.365996,-2.63901,-207.271,-20.3254,51905.3,-41.5814,16439.4,-0.476424,-2.15898,-3.9803,0.434857,-1.83816,0.503642,-8.21245,52813.7,-29.4685,0.188468,-8.88642e-05,1.0003,-43.5747,267.533,346.057,0.266596,72263.5,1.17424e-06,0.259123,105.763,85.3706,21.1334,23.8313,0.88679,406.758,526.271,0.394018 
134,1.18,115,134,46657.5,0,5,101,125,0,5,135,-1.01296,-4.52774,-13.2012,-2.44113,-1.86286,-204.114,-18.3864,51335.4,-22.0609,16439.4,-0.224298,-3.73908,-11.6239,-1.65247,-1.0742,0.365299,-6.458,52230.1,-10.1325,0.346888,-7.06595e-05,1.00011,-18.617,252.601,365.542,0.220413,71549.4,1.17036e-06,0.259637,106.115,85.7489,21.994,26.2141,0.839013,440.56,636.769,0.452559 
135,0.4,115,135,47918.2,0,5,101,125,0,5,135,-2.78239,-1.45775,-10.9114,-4.28197,-6.50187,-234.326,-16.2938,52493.7,-32.7281,16439.4,-1.877,-0.552359,-9.1006,-3.37658,-5.59648,0.556134,-2.59975,53520.7,-19.0341,0.102189,-2.77577e-05,1.00019,-25.4407,346.1,310.79,0.224653,73531.1,1.18106e-06,0.27769,107.604,89.6121,25.579,24.0229,1.06477,595.889,534.768,0.47796 
136,2.48,115,136,46144.1,0,5,101,125,0,5,135,-3.12589,-3.61137,-9.26323,-2.00639,-2.18682,-120.414,5.56041,50545.4,-44.1849,16439.4,-2.66064,-3.14611,-8.33272,-1.54113,-1.72156,0.521168,12.5974,51073.2,-37.1479,-0.393913,0.000140925,1.0004,-31.9801,299.896,341.646,0.22181,71372.4,1.16939e-06,0.273724,107.569,86.8647,23.9232,25.2398,0.947838,521.241,590.316,0.474353 
137,0.14,115,137,46447.2,0,5,101,125,0,5,135,-3.01542,-5.35079,-7.78374,-2.25702,-3.10826,-82.4008,-15.4765,50583.7,-33.2014,16439.4,-2.69704,-5.03241,-7.14697,-1.93864,-2.78988,0.63545,-10.661,50944.8,-28.3859,0.238373,-0.000119595,1.0003,-44.7242,393.668,455.106,0.265768,72018.9,1.17291e-06,0.360874,108.097,87.5578,25.7614,27.4508,0.938458,604.417,698.267,0.553877 
138,2.87,115,138,46248,0,5,101,125,0,5,135,-1.79328,-0.280495,-8.58205,-1.7041,-2.81275,-126.084,-19.6599,50173.1,-28.3055,16439.4,-1.30612,0.206667,-7.60773,-1.21694,-2.32558,0.378945,-12.2915,50725.7,-20.9372,0.328509,-0.000138484,1.00022,-37.4161,404.147,391.204,0.286999,70670.9,1.16555e-06,0.341147,107.886,89.2862,25.4413,24.8026,1.02575,589.492,570.04,0.497349 
139,1.83,115,139,47450.8,0,5,101,125,0,5,135,-4.43473,-7.11648,-10.4811,-0.443383,-2.82259,-109.377,-18.1624,51956.3,-42.9205,16439.4,-4.01212,-6.69387,-9.63584,-0.0207727,-2.39998,0.576681,-11.7705,52435.7,-36.5285,0.211681,-0.000128287,1.00038,-55.6047,255.293,308.548,0.241256,72801,1.17714e-06,0.238425,105.912,85.5153,21.3783,23.2809,0.918276,416.24,502.24,0.388417 
140,4.69,115,140,47328.5,0,5,101,125,0,5,135,-3.15043,-4.34511,-9.66596,-4.56478,-6.63605,-147.286,-19.2876,51949.1,-37.2107,16439.4,-2.58135,-3.77602,-8.5278,-3.9957,-6.06696,0.658175,-10.6802,52594.7,-28.6034,0.237316,-0.000116052,1.0003,-45.0043,257.921,336.786,0.2316,71654.1,1.17093e-06,0.251704,108.884,86.5958,21.8116,24.6858,0.88357,433.286,564.686,0.422435 
141,3.91,115,141,48055,0,5,101,125,0,5,135,-1.16105,-4.2148,-13.3481,-2.04717,-6.86322,-162.366,-8.38627,52080.5,-36.0687,16439.4,-0.533703,-3.58745,-12.0934,-1.41982,-6.23587,0.49337,1.10238,52792.1,-26.5801,-0.035799,1.19322e-05,1.00027,-30.7937,335.201,406.994,0.309452,73655.6,1.18173e-06,0.312556,108.981,87.4121,22.6258,24.66,0.917509,466.238,563.509,0.433746 
142,0.27,115,142,47288.8,0,5,101,125,0,5,135,-8.3054,-2.96948,-5.66724,-6.01262,-3.04871,-138.533,-8.3391,51724.6,-23.0733,16439.4,-7.77014,-2.43421,-4.59672,-5.47736,-2.51344,0.798318,-0.243233,52331.8,-14.9775,0.0133526,-2.65595e-06,1.00016,-18.2162,354.642,369.148,0.234936,72607.6,1.1761e-06,0.307646,107.802,85.9623,25.5185,25.7837,0.989714,593.075,616.034,0.513941 
143,1.31,115,143,44506.3,0,5,101,125,0,5,135,-4.64596,-2.91731,-11.0766,-6.46069,-2.28347,-220.303,-21.5178,49069,-10.7315,16439.4,-3.79475,-2.0661,-9.37415,-5.60948,-1.43226,0.579196,-8.64326,50034.6,2.143,1.42354,-9.87215e-05,0.999977,-6.07167,236.513,359.792,0.225389,69206.5,1.15744e-06,0.252031,105.842,85.1941,21.0842,25.7934,0.817425,404.866,616.494,0.431639 
144,2.61,115,144,47380.9,0,5,101,125,0,5,135,-3.4549,-1.67511,-10.246,-4.43053,-3.878,-180.371,-15.3986,51785.9,-41.0061,16439.4,-2.75798,-0.978187,-8.85216,-3.73361,-3.18108,0.546114,-4.85766,52576.5,-30.4652,0.11729,-5.27984e-05,1.00031,-41.4159,360.402,391.876,0.258174,72461.7,1.17531e-06,0.319754,107.444,89.2759,24.9031,25.6567,0.97063,564.816,609.977,0.49941 
145,3.78,115,145,46378.3,0,5,101,125,0,5,135,-4.77055,-0.808143,-11.685,-0.29095,-0.232465,-250.123,-11.7358,50727.8,-42.8302,16439.4,-3.80412,0.158282,-9.75218,0.675476,0.73396,0.186545,2.88137,51824.1,-28.213,-0.0930246,3.17698e-05,1.0003,-30.9742,297.628,347.183,0.246841,71509.2,1.17014e-06,0.274713,108.531,87.8798,22.9228,24.4812,0.936342,478.556,555.364,0.440573 
146,4.43,115,146,47403,0,5,101,125,0,5,135,-5.0397,-4.22296,-4.70654,-3.4159,1.90372,-166.031,-4.37643,51649.8,-12.3175,16439.4,-4.39819,-3.58145,-3.42352,-2.77439,2.54523,0.705689,5.32644,52377.5,-2.61467,2.43345,5.81071e-05,1.00003,2.18884,249.182,340.056,0.240046,71827.7,1.17187e-06,0.248401,109.045,86.3985,21.1526,24.4804,0.864063,407.499,555.328,0.405936 
147,4.17,115,147,47459.8,0,5,101,125,0,5,135,-1.46502,-1.51788,-8.15152,-6.51667,-3.54824,-145.75,-7.17391,51740.8,-10.2873,16439.4,-0.901867,-0.954734,-7.02522,-5.95352,-2.98509,0.605777,1.34372,52379.6,-1.76964,-1.72306,1.4659e-05,1.00002,-0.779846,282.823,374.012,0.282035,72136.9,1.17355e-06,0.277139,109.117,86.409,21.3487,24.3617,0.876321,415.089,549.958,0.40713 
148,3.39,115,148,46307.3,0,5,101,125,0,5,135,-4.03438,-6.54464,-5.34267,-5.50873,-0.521625,-256.609,-8.25778,50778.8,-27.4341,16439.4,-3.04289,-5.55315,-3.3597,-4.51724,0.469862,0.79006,6.73846,51903.5,-12.4379,-0.823067,7.41811e-05,1.00013,-8.18701,303.763,307.94,0.214133,70439.6,1.16428e-06,0.262691,107.977,89.6829,24.3856,24.344,1.00171,541.582,549.158,0.468409 
149,0.92,115,149,47385.9,0,5,101,125,0,5,135,-4.77806,-4.80877,-7.06871,-7.73857,-3.6858,-233.301,-27.9878,52227.8,-28.3046,16439.4,-3.87664,-3.90734,-5.26586,-6.83714,-2.78437,0.767731,-14.3537,53250.4,-14.6705,0.449138,-0.000154053,1.00015,-31.9583,298.873,311.618,0.229697,72356.3,1.17474e-06,0.259784,106.709,91.5677,23.5517,23.7913,0.989928,505.176,524.505,0.438181 
150,3,115,150,45851.4,0,5,101,125,0,5,135,-1.50783,-8.31678,-8.90929,-0.556359,-3.62738,-165.279,-10.588,50275.8,-21.7276,16439.4,-0.869225,-7.67817,-7.63208,0.0822448,-2.98877,0.600122,-0.92914,51000.2,-12.0688,0.0602881,-1.04106e-05,1.00013,-15.4117,361.187,337.08,0.249602,70049.9,1.16212e-06,0.300248,108.12,90.342,25.1651,24.0944,1.04444,576.761,537.955,0.479312 
151,1.96,115,151,47467,0,5,101,125,0,5,135,-4.20952,-7.21736,-8.32404,-3.79672,-0.630556,-187.623,5.33854,51995.1,-29.7046,16439.4,-3.48458,-6.49242,-6.87416,-3.07178,0.0943832,0.65332,16.3032,52817.4,-18.7399,-2.6361,0.000176353,1.00019,-6.18461,255.99,297.506,0.235443,72033.4,1.17299e-06,0.235269,106.06,84.1765,21.5875,23.0909,0.934891,424.426,494.076,0.390394 
152,4.56,115,152,45985.1,0,5,101,125,0,5,135,-2.43627,-4.13732,-4.26243,-1.61692,-2.91703,-144.813,-7.26377,50547.1,-24.6893,16439.4,-1.87674,-3.57779,-3.14338,-1.05739,-2.35751,0.738331,1.19909,51181.8,-16.2264,-0.0656224,1.33873e-05,1.00017,-18.2726,230.575,317.579,0.217974,70653.3,1.16545e-06,0.232187,109.185,85.7072,21.0788,24.5269,0.859412,404.658,557.442,0.407521 
153,1.05,115,153,44480.7,0,5,101,125,0,5,135,-3.80321,-2.68542,-10.8764,-2.80902,-5.90935,-216.518,-18.7871,49245.1,-14.7083,16439.4,-2.96663,-1.84884,-9.20325,-1.97244,-5.07277,0.56308,-6.13378,50194.1,-2.05502,0.713246,-6.98342e-05,1.00002,-8.59981,263.752,335.737,0.216132,68573.2,1.1539e-06,0.257887,106.268,91.7634,22.6148,25.2325,0.89626,465.785,589.972,0.454298 
154,0.53,115,154,42986.9,0,5,101,125,0,5,135,-5.23977,-6.23789,-0.0992678,-9.77877,-3.15288,-180.28,-22.5,48202.3,-38.0061,16439.4,-4.5432,-5.54132,1.29386,-9.08221,-2.45631,1.06365,-11.9645,48992.4,-27.4705,0.266297,-0.000139568,1.0003,-44.9291,332.291,271.581,0.228779,67599.2,1.14841e-06,0.261584,107.459,90.4904,24.86,22.2629,1.11666,562.862,459.28,0.442733 
155,2.74,115,155,45304.4,0,5,101,125,0,5,135,-8.99065,-6.45314,-15.6146,-7.94421,-4.42818,-156.874,-10.1967,49819.7,-38.7101,16439.4,-8.38452,-5.84701,-14.4024,-7.33808,-3.82205,0.638077,-1.02897,50507.2,-29.5424,0.0282067,-1.16417e-05,1.00032,-36.4798,344.69,349.636,0.246363,69716.4,1.16028e-06,0.299199,107.894,88.3318,24.7109,24.6321,1.0032,556.128,562.232,0.48193 
