cyc,freq,cyc,ROIsum,fBg,fA1,fWidth1,fCtr1,fA2,fWidth2,fCtr2,box1,box2,box3,box4,box5,box6,box7,box8,box9,Nfit,BZ-2,BZ-1,BZ0,BZ1,BZ2,sumBZ1,sumBZ2,fractionBZ0,fractionBZ1,fractionBZ2,Excited,c5,c7,c9,fraction95,fraction75,fraction97,sum95
43,184,43,56666.7,0,5,131,50,0,5,135,6896.22,4886.37,27397.6,6019.28,5383,-145.621,4.64459,4.22451,-0.625053,21322.4,7027.41,5017.56,27650.2,6150.47,5514.19,11168,12541.6,0.538363,0.217447,0.244191,0.461637,5.83152,4.81797,0.561876,0.904958,0.408857,0.940461,6.44396 
44,192,44,73787,0,5,131,50,0,5,135,855.318,3866.52,55516.4,4100.96,573.378,114.012,6.67624,0.557243,5.48367,21322.4,752.603,3763.8,55318.6,3998.24,470.663,7762.04,1223.27,0.860268,0.120709,0.0190232,0.139732,5.74695,0.0926007,4.55439,0.536535,0.972576,0.0361019,10.7112 
45,176,45,75755.2,0,5,131,50,0,5,135,509.896,4065.11,57293.8,4217.66,378.844,86.9544,-0.272841,2.59093,4.08975,21322.4,431.557,3986.77,57142.9,4139.32,300.505,8126.09,732.062,0.865788,0.123121,0.0110917,0.134212,-0.981588,2.23655,3.381,-0.363053,-0.334741,0.549258,2.70371 
46,168,46,71031.2,0,5,131,50,0,5,135,310.169,2131.23,58222.2,2597.42,281.917,34.6338,3.84616,-7.49253,0.89438,21322.4,278.967,2100.02,58162.1,2566.22,250.715,4666.24,529.682,0.917991,0.0736489,0.00836014,0.082009,3.56387,-7.63367,0.612087,0.842314,-0.363844,1.04551,4.23105 
47,180,47,69627.5,0,5,131,50,0,5,135,2914.85,4689.35,46052.5,5195.91,2152.97,-35.6772,3.68198,1.36909,-1.28696,21322.4,2946.99,4721.49,46114.4,5228.05,2185.11,9949.54,5132.1,0.753552,0.162585,0.0838633,0.246448,3.97278,1.51449,-0.996161,1.37611,0.599834,1.55537,2.88696 
48,104,48,76344.9,0,5,131,50,0,5,135,302.556,4052.31,58424.8,4011.25,121.72,141.513,7.46824,-1.06545,1.85178,21322.4,175.065,3924.82,58179.3,3883.76,-5.77126,7808.58,169.293,0.87941,0.118031,0.00255896,0.12059,6.3148,-1.64217,0.698343,0.892426,1.83516,1.30014,7.07599 
49,116,49,79268.3,0,5,131,50,0,5,135,258.835,4183.04,60394.2,4358.42,117.299,137.075,-0.441627,0.809556,-3.0503,21322.4,135.341,4059.55,60156.4,4234.92,-6.19441,8294.47,129.147,0.877171,0.120946,0.00188316,0.122829,-1.5589,0.250921,-4.16757,0.255492,1.39214,-0.124745,-6.10155 
50,128,50,77071.6,0,5,131,50,0,5,135,230.58,4073.8,58917.1,4245.77,187.412,121.547,-3.7501,-3.74958,-5.07559,21322.4,121.077,3964.29,58706.2,4136.27,77.9078,8100.56,198.984,0.876137,0.120894,0.00296966,0.123863,-4.7408,-4.24493,-6.06629,0.417579,0.389566,0.563133,-11.3531 
51,200,51,79069.2,0,5,131,50,0,5,135,295.546,4102.6,60771.6,4221.16,190.081,93.7349,-17.7373,-2.52708,-2.32684,21322.4,211.098,4018.15,60609,4136.71,105.634,8154.86,316.732,0.877366,0.118049,0.00458497,0.122634,-18.5014,-2.90909,-3.09085,0.845955,0.784213,0.634205,-21.8704 
52,156,52,65774.5,0,5,131,50,0,5,135,696.335,1806.86,55095.9,2134.86,911.337,-64.4364,2.84018,-1.20908,-4.51925,21322.4,754.386,1864.91,55207.7,2192.91,969.389,4057.83,1723.78,0.905203,0.0665334,0.0282636,0.094797,3.36539,-0.946472,-3.99404,-3.40586,1.96915,0.303876,-0.988116 
53,144,53,76571.8,0,5,131,50,0,5,135,324.559,3874.03,59373.2,3926.47,231.823,77.4396,7.93618,3.08035,2.07845,21322.4,254.792,3804.26,59238.9,3856.7,162.057,7660.97,416.848,0.880003,0.113805,0.00619235,0.119997,7.30498,2.76476,1.44726,0.822402,0.601564,0.778714,8.88249 
54,172,54,80371.5,0,5,131,50,0,5,135,295.594,4424.48,61422.3,4595.04,133.072,70.199,-6.34357,-2.81964,4.57779,21322.4,232.35,4361.23,61300.5,4531.8,69.8283,8893.03,302.179,0.869564,0.12615,0.00428648,0.130436,-6.91575,-3.10573,4.00561,2.71245,0.559944,3.33499,-2.54963 
55,187,55,62123,0,5,131,50,0,5,135,7983.18,5506.96,29696,6487.78,6481.45,-151.436,-3.31303,-1.70987,-0.12138,21322.4,8119.61,5643.39,29958.8,6624.21,6617.88,12267.6,14737.5,0.525926,0.215357,0.258716,0.474074,-2.0787,-1.09271,1.11294,2.40147,0.520854,2.23668,-0.865595 
56,160,56,74085.9,0,5,131,50,0,5,135,399.606,2074.41,61614.4,2392.45,404.016,-13.2608,0.959663,0.256599,7.54069,21322.4,411.553,2086.35,61637.5,2404.4,415.963,4490.76,827.516,0.92057,0.0670705,0.0123592,0.0794297,1.06775,0.310642,7.64878,0.113531,0.662633,0.0696064,9.40492 
57,160,57,68061.5,0,5,131,50,0,5,135,385.746,2084.97,56728.2,2395.77,544.616,-32.7025,-3.60152,6.69166,-6.94528,21322.4,415.208,2114.43,56784.9,2425.23,574.078,4539.66,989.286,0.911273,0.0728515,0.0158759,0.0887274,-3.33497,6.82493,-6.67873,0.314181,-0.387396,2.13324,-10.6148 
